,age_range,gender,citizenship,scholarity,audience,topic,country_code
4896,18-24,Male,Expats,Graduated,140000,shopping,DZ
4897,25-44,Male,Expats,Graduated,150000,shopping,DZ
4898,45+,Male,Expats,Graduated,20000,shopping,DZ
4899,18-24,Female,Expats,Graduated,53000,shopping,DZ
4900,25-44,Female,Expats,Graduated,41000,shopping,DZ
4901,45+,Female,Expats,Graduated,6700,shopping,DZ
4902,18-24,Male,Expats,No Degree,80000,shopping,DZ
4903,25-44,Male,Expats,No Degree,130000,shopping,DZ
4904,45+,Male,Expats,No Degree,23000,shopping,DZ
4905,18-24,Female,Expats,No Degree,42000,shopping,DZ
4906,25-44,Female,Expats,No Degree,47000,shopping,DZ
4907,45+,Female,Expats,No Degree,9100,shopping,DZ
4908,18-24,Male,Expats,High School,53000,shopping,DZ
4909,25-44,Male,Expats,High School,35000,shopping,DZ
4910,45+,Male,Expats,High School,6700,shopping,DZ
4911,18-24,Female,Expats,High School,22000,shopping,DZ
4912,25-44,Female,Expats,High School,10000,shopping,DZ
4913,45+,Female,Expats,High School,2800,shopping,DZ
4914,18-24,Male,Locals,Graduated,730000,shopping,DZ
4915,25-44,Male,Locals,Graduated,1100000,shopping,DZ
4916,45+,Male,Locals,Graduated,120000,shopping,DZ
4917,18-24,Female,Locals,Graduated,550000,shopping,DZ
4918,25-44,Female,Locals,Graduated,550000,shopping,DZ
4919,45+,Female,Locals,Graduated,49000,shopping,DZ
4920,18-24,Male,Locals,No Degree,1100000,shopping,DZ
4921,25-44,Male,Locals,No Degree,1700000,shopping,DZ
4922,45+,Male,Locals,No Degree,260000,shopping,DZ
4923,18-24,Female,Locals,No Degree,980000,shopping,DZ
4924,25-44,Female,Locals,No Degree,830000,shopping,DZ
4925,45+,Female,Locals,No Degree,120000,shopping,DZ
4926,18-24,Male,Locals,High School,340000,shopping,DZ
4927,25-44,Male,Locals,High School,310000,shopping,DZ
4928,45+,Male,Locals,High School,47000,shopping,DZ
4929,18-24,Female,Locals,High School,280000,shopping,DZ
4930,25-44,Female,Locals,High School,130000,shopping,DZ
4931,45+,Female,Locals,High School,21000,shopping,DZ
4932,18-24,Male,Expats,Graduated,20000,shopping,BH
4933,25-44,Male,Expats,Graduated,110000,shopping,BH
4934,45+,Male,Expats,Graduated,17000,shopping,BH
4935,18-24,Female,Expats,Graduated,5500,shopping,BH
4936,25-44,Female,Expats,Graduated,42000,shopping,BH
4937,45+,Female,Expats,Graduated,7700,shopping,BH
4938,18-24,Male,Expats,No Degree,31000,shopping,BH
4939,25-44,Male,Expats,No Degree,110000,shopping,BH
4940,45+,Male,Expats,No Degree,19000,shopping,BH
4941,18-24,Female,Expats,No Degree,7900,shopping,BH
4942,25-44,Female,Expats,No Degree,27000,shopping,BH
4943,45+,Female,Expats,No Degree,6500,shopping,BH
4944,18-24,Male,Expats,High School,9200,shopping,BH
4945,25-44,Male,Expats,High School,31000,shopping,BH
4946,45+,Male,Expats,High School,5400,shopping,BH
4947,18-24,Female,Expats,High School,4000,shopping,BH
4948,25-44,Female,Expats,High School,12000,shopping,BH
4949,45+,Female,Expats,High School,2600,shopping,BH
4950,18-24,Male,Locals,Graduated,10000,shopping,BH
4951,25-44,Male,Locals,Graduated,27000,shopping,BH
4952,45+,Male,Locals,Graduated,4400,shopping,BH
4953,18-24,Female,Locals,Graduated,5400,shopping,BH
4954,25-44,Female,Locals,Graduated,16000,shopping,BH
4955,45+,Female,Locals,Graduated,1700,shopping,BH
4956,18-24,Male,Locals,No Degree,28000,shopping,BH
4957,25-44,Male,Locals,No Degree,48000,shopping,BH
4958,45+,Male,Locals,No Degree,9500,shopping,BH
4959,18-24,Female,Locals,No Degree,12000,shopping,BH
4960,25-44,Female,Locals,No Degree,20000,shopping,BH
4961,45+,Female,Locals,No Degree,3900,shopping,BH
4962,18-24,Male,Locals,High School,6100,shopping,BH
4963,25-44,Male,Locals,High School,8300,shopping,BH
4964,45+,Male,Locals,High School,1300,shopping,BH
4965,18-24,Female,Locals,High School,4900,shopping,BH
4966,25-44,Female,Locals,High School,4800,shopping,BH
4967,45+,Female,Locals,High School,570,shopping,BH
4968,18-24,Male,Expats,Graduated,97000,shopping,EG
4969,25-44,Male,Expats,Graduated,210000,shopping,EG
4970,45+,Male,Expats,Graduated,36000,shopping,EG
4971,18-24,Female,Expats,Graduated,44000,shopping,EG
4972,25-44,Female,Expats,Graduated,83000,shopping,EG
4973,45+,Female,Expats,Graduated,15000,shopping,EG
4974,18-24,Male,Expats,No Degree,44000,shopping,EG
4975,25-44,Male,Expats,No Degree,88000,shopping,EG
4976,45+,Male,Expats,No Degree,23000,shopping,EG
4977,18-24,Female,Expats,No Degree,26000,shopping,EG
4978,25-44,Female,Expats,No Degree,42000,shopping,EG
4979,45+,Female,Expats,No Degree,14000,shopping,EG
4980,18-24,Male,Expats,High School,54000,shopping,EG
4981,25-44,Male,Expats,High School,48000,shopping,EG
4982,45+,Male,Expats,High School,8300,shopping,EG
4983,18-24,Female,Expats,High School,34000,shopping,EG
4984,25-44,Female,Expats,High School,20000,shopping,EG
4985,45+,Female,Expats,High School,4300,shopping,EG
4986,18-24,Male,Locals,Graduated,1800000,shopping,EG
4987,25-44,Male,Locals,Graduated,3200000,shopping,EG
4988,45+,Male,Locals,Graduated,520000,shopping,EG
4989,18-24,Female,Locals,Graduated,1300000,shopping,EG
4990,25-44,Female,Locals,Graduated,1800000,shopping,EG
4991,45+,Female,Locals,Graduated,250000,shopping,EG
4992,18-24,Male,Locals,No Degree,1600000,shopping,EG
4993,25-44,Male,Locals,No Degree,2500000,shopping,EG
4994,45+,Male,Locals,No Degree,730000,shopping,EG
4995,18-24,Female,Locals,No Degree,1100000,shopping,EG
4996,25-44,Female,Locals,No Degree,1400000,shopping,EG
4997,45+,Female,Locals,No Degree,450000,shopping,EG
4998,18-24,Male,Locals,High School,1100000,shopping,EG
4999,25-44,Male,Locals,High School,750000,shopping,EG
5000,45+,Male,Locals,High School,140000,shopping,EG
5001,18-24,Female,Locals,High School,900000,shopping,EG
5002,25-44,Female,Locals,High School,360000,shopping,EG
5003,45+,Female,Locals,High School,62000,shopping,EG
5004,18-24,Male,Expats,Graduated,69000,shopping,IQ
5005,25-44,Male,Expats,Graduated,140000,shopping,IQ
5006,45+,Male,Expats,Graduated,19000,shopping,IQ
5007,18-24,Female,Expats,Graduated,15000,shopping,IQ
5008,25-44,Female,Expats,Graduated,27000,shopping,IQ
5009,45+,Female,Expats,Graduated,4000,shopping,IQ
5010,18-24,Male,Expats,No Degree,51000,shopping,IQ
5011,25-44,Male,Expats,No Degree,80000,shopping,IQ
5012,45+,Male,Expats,No Degree,15000,shopping,IQ
5013,18-24,Female,Expats,No Degree,20000,shopping,IQ
5014,25-44,Female,Expats,No Degree,24000,shopping,IQ
5015,45+,Female,Expats,No Degree,5400,shopping,IQ
5016,18-24,Male,Expats,High School,35000,shopping,IQ
5017,25-44,Male,Expats,High School,39000,shopping,IQ
5018,45+,Male,Expats,High School,5900,shopping,IQ
5019,18-24,Female,Expats,High School,12000,shopping,IQ
5020,25-44,Female,Expats,High School,8600,shopping,IQ
5021,45+,Female,Expats,High School,1400,shopping,IQ
5022,18-24,Male,Locals,Graduated,730000,shopping,IQ
5023,25-44,Male,Locals,Graduated,1400000,shopping,IQ
5024,45+,Male,Locals,Graduated,200000,shopping,IQ
5025,18-24,Female,Locals,Graduated,240000,shopping,IQ
5026,25-44,Female,Locals,Graduated,360000,shopping,IQ
5027,45+,Female,Locals,Graduated,53000,shopping,IQ
5028,18-24,Male,Locals,No Degree,1400000,shopping,IQ
5029,25-44,Male,Locals,No Degree,1600000,shopping,IQ
5030,45+,Male,Locals,No Degree,370000,shopping,IQ
5031,18-24,Female,Locals,No Degree,600000,shopping,IQ
5032,25-44,Female,Locals,No Degree,560000,shopping,IQ
5033,45+,Female,Locals,No Degree,140000,shopping,IQ
5034,18-24,Male,Locals,High School,460000,shopping,IQ
5035,25-44,Male,Locals,High School,430000,shopping,IQ
5036,45+,Male,Locals,High School,68000,shopping,IQ
5037,18-24,Female,Locals,High School,220000,shopping,IQ
5038,25-44,Female,Locals,High School,120000,shopping,IQ
5039,45+,Female,Locals,High School,19000,shopping,IQ
5040,18-24,Male,Expats,Graduated,51000,shopping,JO
5041,25-44,Male,Expats,Graduated,120000,shopping,JO
5042,45+,Male,Expats,Graduated,21000,shopping,JO
5043,18-24,Female,Expats,Graduated,31000,shopping,JO
5044,25-44,Female,Expats,Graduated,72000,shopping,JO
5045,45+,Female,Expats,Graduated,15000,shopping,JO
5046,18-24,Male,Expats,No Degree,54000,shopping,JO
5047,25-44,Male,Expats,No Degree,100000,shopping,JO
5048,45+,Male,Expats,No Degree,24000,shopping,JO
5049,18-24,Female,Expats,No Degree,31000,shopping,JO
5050,25-44,Female,Expats,No Degree,51000,shopping,JO
5051,45+,Female,Expats,No Degree,22000,shopping,JO
5052,18-24,Male,Expats,High School,40000,shopping,JO
5053,25-44,Male,Expats,High School,38000,shopping,JO
5054,45+,Male,Expats,High School,6800,shopping,JO
5055,18-24,Female,Expats,High School,37000,shopping,JO
5056,25-44,Female,Expats,High School,23000,shopping,JO
5057,45+,Female,Expats,High School,6100,shopping,JO
5058,18-24,Male,Locals,Graduated,180000,shopping,JO
5059,25-44,Male,Locals,Graduated,340000,shopping,JO
5060,45+,Male,Locals,Graduated,65000,shopping,JO
5061,18-24,Female,Locals,Graduated,130000,shopping,JO
5062,25-44,Female,Locals,Graduated,220000,shopping,JO
5063,45+,Female,Locals,Graduated,34000,shopping,JO
5064,18-24,Male,Locals,No Degree,240000,shopping,JO
5065,25-44,Male,Locals,No Degree,310000,shopping,JO
5066,45+,Male,Locals,No Degree,110000,shopping,JO
5067,18-24,Female,Locals,No Degree,220000,shopping,JO
5068,25-44,Female,Locals,No Degree,260000,shopping,JO
5069,45+,Female,Locals,No Degree,92000,shopping,JO
5070,18-24,Male,Locals,High School,140000,shopping,JO
5071,25-44,Male,Locals,High School,110000,shopping,JO
5072,45+,Male,Locals,High School,26000,shopping,JO
5073,18-24,Female,Locals,High School,140000,shopping,JO
5074,25-44,Female,Locals,High School,73000,shopping,JO
5075,45+,Female,Locals,High School,15000,shopping,JO
5076,18-24,Male,Expats,Graduated,35000,shopping,KW
5077,25-44,Male,Expats,Graduated,320000,shopping,KW
