,Unnamed: 0.1,ages_ranges,genders,behavior,scholarities,relationship_statuses,audience,timestamp,topic,location
3672,3672,18-24,1.0,Expats,Graduated,NOTSELECTED,58000,1487518519.22,luxury goods,DZ
3673,3673,25-44,1.0,Expats,Graduated,NOTSELECTED,55000,1487518519.22,luxury goods,DZ
3674,3674,45+,1.0,Expats,Graduated,NOTSELECTED,6700,1487518519.22,luxury goods,DZ
3675,3675,18-24,2.0,Expats,Graduated,NOTSELECTED,25000,1487518519.22,luxury goods,DZ
3676,3676,25-44,2.0,Expats,Graduated,NOTSELECTED,19000,1487518519.22,luxury goods,DZ
3677,3677,45+,2.0,Expats,Graduated,NOTSELECTED,2900,1487518519.22,luxury goods,DZ
3678,3678,18-24,1.0,Expats,No Degree,NOTSELECTED,27000,1487518519.22,luxury goods,DZ
3679,3679,25-44,1.0,Expats,No Degree,NOTSELECTED,35000,1487518519.22,luxury goods,DZ
3680,3680,45+,1.0,Expats,No Degree,NOTSELECTED,6500,1487518519.22,luxury goods,DZ
3681,3681,18-24,2.0,Expats,No Degree,NOTSELECTED,17000,1487518519.22,luxury goods,DZ
3682,3682,25-44,2.0,Expats,No Degree,NOTSELECTED,18000,1487518519.22,luxury goods,DZ
3683,3683,45+,2.0,Expats,No Degree,NOTSELECTED,3600,1487518519.22,luxury goods,DZ
3684,3684,18-24,1.0,Expats,High School,NOTSELECTED,22000,1487518519.22,luxury goods,DZ
3685,3685,25-44,1.0,Expats,High School,NOTSELECTED,12000,1487518519.22,luxury goods,DZ
3686,3686,45+,1.0,Expats,High School,NOTSELECTED,2100,1487518519.22,luxury goods,DZ
3687,3687,18-24,2.0,Expats,High School,NOTSELECTED,11000,1487518519.22,luxury goods,DZ
3688,3688,25-44,2.0,Expats,High School,NOTSELECTED,5100,1487518519.22,luxury goods,DZ
3689,3689,45+,2.0,Expats,High School,NOTSELECTED,1200,1487518519.22,luxury goods,DZ
3690,3690,18-24,1.0,Locals,Graduated,NOTSELECTED,240000,1487518519.22,luxury goods,DZ
3691,3691,25-44,1.0,Locals,Graduated,NOTSELECTED,390000,1487518519.22,luxury goods,DZ
3692,3692,45+,1.0,Locals,Graduated,NOTSELECTED,37000,1487518519.22,luxury goods,DZ
3693,3693,18-24,2.0,Locals,Graduated,NOTSELECTED,230000,1487518519.22,luxury goods,DZ
3694,3694,25-44,2.0,Locals,Graduated,NOTSELECTED,290000,1487518519.22,luxury goods,DZ
3695,3695,45+,2.0,Locals,Graduated,NOTSELECTED,22000,1487518519.22,luxury goods,DZ
3696,3696,18-24,1.0,Locals,No Degree,NOTSELECTED,210000,1487518519.22,luxury goods,DZ
3697,3697,25-44,1.0,Locals,No Degree,NOTSELECTED,380000,1487518519.22,luxury goods,DZ
3698,3698,45+,1.0,Locals,No Degree,NOTSELECTED,51000,1487518519.22,luxury goods,DZ
3699,3699,18-24,2.0,Locals,No Degree,NOTSELECTED,250000,1487518519.22,luxury goods,DZ
3700,3700,25-44,2.0,Locals,No Degree,NOTSELECTED,280000,1487518519.22,luxury goods,DZ
3701,3701,45+,2.0,Locals,No Degree,NOTSELECTED,38000,1487518519.22,luxury goods,DZ
3702,3702,18-24,1.0,Locals,High School,NOTSELECTED,120000,1487518519.22,luxury goods,DZ
