,age_range,gender,citizenship,scholarity,audience,topic,country_code
2448,18-24,Male,Expats,Graduated,85000,physical activity,DZ
2449,25-44,Male,Expats,Graduated,68000,physical activity,DZ
2450,45+,Male,Expats,Graduated,7700,physical activity,DZ
2451,18-24,Female,Expats,Graduated,18000,physical activity,DZ
2452,25-44,Female,Expats,Graduated,14000,physical activity,DZ
2453,45+,Female,Expats,Graduated,2400,physical activity,DZ
2454,18-24,Male,Expats,No Degree,35000,physical activity,DZ
2455,25-44,Male,Expats,No Degree,39000,physical activity,DZ
2456,45+,Male,Expats,No Degree,6100,physical activity,DZ
2457,18-24,Female,Expats,No Degree,9300,physical activity,DZ
2458,25-44,Female,Expats,No Degree,11000,physical activity,DZ
2459,45+,Female,Expats,No Degree,2300,physical activity,DZ
2460,18-24,Male,Expats,High School,31000,physical activity,DZ
2461,25-44,Male,Expats,High School,15000,physical activity,DZ
2462,45+,Male,Expats,High School,2600,physical activity,DZ
2463,18-24,Female,Expats,High School,8200,physical activity,DZ
2464,25-44,Female,Expats,High School,3000,physical activity,DZ
2465,45+,Female,Expats,High School,900,physical activity,DZ
2466,18-24,Male,Locals,Graduated,370000,physical activity,DZ
2467,25-44,Male,Locals,Graduated,460000,physical activity,DZ
2468,45+,Male,Locals,Graduated,42000,physical activity,DZ
2469,18-24,Female,Locals,Graduated,160000,physical activity,DZ
2470,25-44,Female,Locals,Graduated,190000,physical activity,DZ
2471,45+,Female,Locals,Graduated,17000,physical activity,DZ
2472,18-24,Male,Locals,No Degree,360000,physical activity,DZ
2473,25-44,Male,Locals,No Degree,450000,physical activity,DZ
2474,45+,Male,Locals,No Degree,56000,physical activity,DZ
2475,18-24,Female,Locals,No Degree,160000,physical activity,DZ
2476,25-44,Female,Locals,No Degree,170000,physical activity,DZ
2477,45+,Female,Locals,No Degree,28000,physical activity,DZ
2478,18-24,Male,Locals,High School,170000,physical activity,DZ
2479,25-44,Male,Locals,High School,120000,physical activity,DZ
2480,45+,Male,Locals,High School,15000,physical activity,DZ
2481,18-24,Female,Locals,High School,83000,physical activity,DZ
2482,25-44,Female,Locals,High School,42000,physical activity,DZ
2483,45+,Female,Locals,High School,7500,physical activity,DZ
2484,18-24,Male,Expats,Graduated,9700,physical activity,BH
2485,25-44,Male,Expats,Graduated,41000,physical activity,BH
2486,45+,Male,Expats,Graduated,4100,physical activity,BH
2487,18-24,Female,Expats,Graduated,2000,physical activity,BH
2488,25-44,Female,Expats,Graduated,20000,physical activity,BH
2489,45+,Female,Expats,Graduated,3400,physical activity,BH
2490,18-24,Male,Expats,No Degree,9100,physical activity,BH
2491,25-44,Male,Expats,No Degree,30000,physical activity,BH
2492,45+,Male,Expats,No Degree,4100,physical activity,BH
