,age_range,gender,citizenship,scholarity,audience,topic,country_code
1224,18-24,Male,Expats,Graduated,10000,health care,DZ
1225,25-44,Male,Expats,Graduated,13000,health care,DZ
1226,45+,Male,Expats,Graduated,1900,health care,DZ
1227,18-24,Female,Expats,Graduated,5500,health care,DZ
1228,25-44,Female,Expats,Graduated,5100,health care,DZ
1229,45+,Female,Expats,Graduated,1100,health care,DZ
1230,18-24,Male,Expats,No Degree,5100,health care,DZ
1231,25-44,Male,Expats,No Degree,9000,health care,DZ
1232,45+,Male,Expats,No Degree,2200,health care,DZ
1233,18-24,Female,Expats,No Degree,2600,health care,DZ
1234,25-44,Female,Expats,No Degree,4400,health care,DZ
1235,45+,Female,Expats,No Degree,1200,health care,DZ
1236,18-24,Male,Expats,High School,3500,health care,DZ
1237,25-44,Male,Expats,High School,3100,health care,DZ
1238,45+,Male,Expats,High School,580,health care,DZ
1239,18-24,Female,Expats,High School,2200,health care,DZ
1240,25-44,Female,Expats,High School,1200,health care,DZ
1241,45+,Female,Expats,High School,440,health care,DZ
1242,18-24,Male,Locals,Graduated,47000,health care,DZ
1243,25-44,Male,Locals,Graduated,91000,health care,DZ
1244,45+,Male,Locals,Graduated,13000,health care,DZ
1245,18-24,Female,Locals,Graduated,58000,health care,DZ
1246,25-44,Female,Locals,Graduated,81000,health care,DZ
1247,45+,Female,Locals,Graduated,8700,health care,DZ
1248,18-24,Male,Locals,No Degree,50000,health care,DZ
1249,25-44,Male,Locals,No Degree,110000,health care,DZ
1250,45+,Male,Locals,No Degree,20000,health care,DZ
1251,18-24,Female,Locals,No Degree,55000,health care,DZ
1252,25-44,Female,Locals,No Degree,80000,health care,DZ
1253,45+,Female,Locals,No Degree,14000,health care,DZ
1254,18-24,Male,Locals,High School,21000,health care,DZ
1255,25-44,Male,Locals,High School,24000,health care,DZ
1256,45+,Male,Locals,High School,4500,health care,DZ
1257,18-24,Female,Locals,High School,27000,health care,DZ
1258,25-44,Female,Locals,High School,18000,health care,DZ
1259,45+,Female,Locals,High School,3700,health care,DZ
1260,18-24,Male,Expats,Graduated,5600,health care,BH
1261,25-44,Male,Expats,Graduated,28000,health care,BH
1262,45+,Male,Expats,Graduated,4100,health care,BH
1263,18-24,Female,Expats,Graduated,1200,health care,BH
1264,25-44,Female,Expats,Graduated,12000,health care,BH
1265,45+,Female,Expats,Graduated,2400,health care,BH
1266,18-24,Male,Expats,No Degree,6100,health care,BH
1267,25-44,Male,Expats,No Degree,21000,health care,BH
1268,45+,Male,Expats,No Degree,4300,health care,BH
1269,18-24,Female,Expats,No Degree,1400,health care,BH
1270,25-44,Female,Expats,No Degree,6100,health care,BH
1271,45+,Female,Expats,No Degree,1300,health care,BH
1272,18-24,Male,Expats,High School,2200,health care,BH
1273,25-44,Male,Expats,High School,7600,health care,BH
1274,45+,Male,Expats,High School,1400,health care,BH
1275,18-24,Female,Expats,High School,830,health care,BH
1276,25-44,Female,Expats,High School,3400,health care,BH
1277,45+,Female,Expats,High School,890,health care,BH
1278,18-24,Male,Locals,Graduated,1800,health care,BH
1279,25-44,Male,Locals,Graduated,4500,health care,BH
1280,45+,Male,Locals,Graduated,860,health care,BH
1281,18-24,Female,Locals,Graduated,720,health care,BH
1282,25-44,Female,Locals,Graduated,3300,health care,BH
1283,45+,Female,Locals,Graduated,390,health care,BH
1284,18-24,Male,Locals,No Degree,2600,health care,BH
1285,25-44,Male,Locals,No Degree,4700,health care,BH
1286,45+,Male,Locals,No Degree,1300,health care,BH
1287,18-24,Female,Locals,No Degree,1300,health care,BH
1288,25-44,Female,Locals,No Degree,2500,health care,BH
1289,45+,Female,Locals,No Degree,600,health care,BH
1290,18-24,Male,Locals,High School,910,health care,BH
1291,25-44,Male,Locals,High School,1300,health care,BH
1292,45+,Male,Locals,High School,200,health care,BH
1293,18-24,Female,Locals,High School,570,health care,BH
1294,25-44,Female,Locals,High School,820,health care,BH
1295,45+,Female,Locals,High School,100,health care,BH
1296,18-24,Male,Expats,Graduated,11000,health care,EG
1297,25-44,Male,Expats,Graduated,33000,health care,EG
1298,45+,Male,Expats,Graduated,6600,health care,EG
1299,18-24,Female,Expats,Graduated,10000,health care,EG
1300,25-44,Female,Expats,Graduated,23000,health care,EG
1301,45+,Female,Expats,Graduated,3700,health care,EG
1302,18-24,Male,Expats,No Degree,3200,health care,EG
1303,25-44,Male,Expats,No Degree,9300,health care,EG
1304,45+,Male,Expats,No Degree,3200,health care,EG
1305,18-24,Female,Expats,No Degree,2600,health care,EG
1306,25-44,Female,Expats,No Degree,6100,health care,EG
1307,45+,Female,Expats,No Degree,2700,health care,EG
1308,18-24,Male,Expats,High School,7400,health care,EG
1309,25-44,Male,Expats,High School,7200,health care,EG
1310,45+,Male,Expats,High School,1300,health care,EG
1311,18-24,Female,Expats,High School,8200,health care,EG
1312,25-44,Female,Expats,High School,4700,health care,EG
1313,45+,Female,Expats,High School,890,health care,EG
1314,18-24,Male,Locals,Graduated,220000,health care,EG
1315,25-44,Male,Locals,Graduated,570000,health care,EG
1316,45+,Male,Locals,Graduated,110000,health care,EG
1317,18-24,Female,Locals,Graduated,300000,health care,EG
1318,25-44,Female,Locals,Graduated,550000,health care,EG
1319,45+,Female,Locals,Graduated,75000,health care,EG
1320,18-24,Male,Locals,No Degree,100000,health care,EG
1321,25-44,Male,Locals,No Degree,250000,health care,EG
1322,45+,Male,Locals,No Degree,98000,health care,EG
1323,18-24,Female,Locals,No Degree,100000,health care,EG
1324,25-44,Female,Locals,No Degree,220000,health care,EG
1325,45+,Female,Locals,No Degree,91000,health care,EG
1326,18-24,Male,Locals,High School,140000,health care,EG
1327,25-44,Male,Locals,High School,110000,health care,EG
1328,45+,Male,Locals,High School,25000,health care,EG
1329,18-24,Female,Locals,High School,200000,health care,EG
1330,25-44,Female,Locals,High School,89000,health care,EG
1331,45+,Female,Locals,High School,16000,health care,EG
1332,18-24,Male,Expats,Graduated,7100,health care,IQ
1333,25-44,Male,Expats,Graduated,21000,health care,IQ
1334,45+,Male,Expats,Graduated,3100,health care,IQ
1335,18-24,Female,Expats,Graduated,1800,health care,IQ
1336,25-44,Female,Expats,Graduated,5200,health care,IQ
1337,45+,Female,Expats,Graduated,710,health care,IQ
1338,18-24,Male,Expats,No Degree,4100,health care,IQ
1339,25-44,Male,Expats,No Degree,8200,health care,IQ
1340,45+,Male,Expats,No Degree,2200,health care,IQ
1341,18-24,Female,Expats,No Degree,1500,health care,IQ
1342,25-44,Female,Expats,No Degree,3000,health care,IQ
1343,45+,Female,Expats,No Degree,920,health care,IQ
1344,18-24,Male,Expats,High School,4100,health care,IQ
1345,25-44,Male,Expats,High School,5700,health care,IQ
1346,45+,Male,Expats,High School,930,health care,IQ
1347,18-24,Female,Expats,High School,1600,health care,IQ
1348,25-44,Female,Expats,High School,1500,health care,IQ
1349,45+,Female,Expats,High School,290,health care,IQ
1350,18-24,Male,Locals,Graduated,78000,health care,IQ
1351,25-44,Male,Locals,Graduated,230000,health care,IQ
