,Unnamed: 0.1,ages_ranges,genders,behavior,scholarities,audience,timestamp,topic,location
4896,4896,18-24,1.0,Expats,Graduated,150000,1485867205.82,shopping,DZ
4897,4897,25-44,1.0,Expats,Graduated,160000,1485867205.82,shopping,DZ
4898,4898,45+,1.0,Expats,Graduated,21000,1485867205.82,shopping,DZ
4899,4899,18-24,2.0,Expats,Graduated,66000,1485867205.82,shopping,DZ
4900,4900,25-44,2.0,Expats,Graduated,45000,1485867205.82,shopping,DZ
4901,4901,45+,2.0,Expats,Graduated,7000,1485867205.82,shopping,DZ
4902,4902,18-24,1.0,Expats,No Degree,120000,1485867205.82,shopping,DZ
4903,4903,25-44,1.0,Expats,No Degree,180000,1485867205.82,shopping,DZ
4904,4904,45+,1.0,Expats,No Degree,31000,1485867205.82,shopping,DZ
4905,4905,18-24,2.0,Expats,No Degree,70000,1485867205.82,shopping,DZ
4906,4906,25-44,2.0,Expats,No Degree,65000,1485867205.82,shopping,DZ
4907,4907,45+,2.0,Expats,No Degree,11000,1485867205.82,shopping,DZ
4908,4908,18-24,1.0,Expats,High School,58000,1485867205.82,shopping,DZ
4909,4909,25-44,1.0,Expats,High School,39000,1485867205.82,shopping,DZ
4910,4910,45+,1.0,Expats,High School,7200,1485867205.82,shopping,DZ
4911,4911,18-24,2.0,Expats,High School,27000,1485867205.82,shopping,DZ
4912,4912,25-44,2.0,Expats,High School,12000,1485867205.82,shopping,DZ
4913,4913,45+,2.0,Expats,High School,2900,1485867205.82,shopping,DZ
4914,4914,18-24,1.0,Locals,Graduated,710000,1485867205.82,shopping,DZ
4915,4915,25-44,1.0,Locals,Graduated,1100000,1485867205.82,shopping,DZ
4916,4916,45+,1.0,Locals,Graduated,120000,1485867205.82,shopping,DZ
4917,4917,18-24,2.0,Locals,Graduated,530000,1485867205.82,shopping,DZ
4918,4918,25-44,2.0,Locals,Graduated,550000,1485867205.82,shopping,DZ
4919,4919,45+,2.0,Locals,Graduated,49000,1485867205.82,shopping,DZ
4920,4920,18-24,1.0,Locals,No Degree,1100000,1485867205.82,shopping,DZ
4921,4921,25-44,1.0,Locals,No Degree,1700000,1485867205.82,shopping,DZ
4922,4922,45+,1.0,Locals,No Degree,260000,1485867205.82,shopping,DZ
4923,4923,18-24,2.0,Locals,No Degree,970000,1485867205.82,shopping,DZ
4924,4924,25-44,2.0,Locals,No Degree,830000,1485867205.82,shopping,DZ
4925,4925,45+,2.0,Locals,No Degree,120000,1485867205.82,shopping,DZ
4926,4926,18-24,1.0,Locals,High School,330000,1485867205.82,shopping,DZ
4927,4927,25-44,1.0,Locals,High School,310000,1485867205.82,shopping,DZ
4928,4928,45+,1.0,Locals,High School,46000,1485867205.82,shopping,DZ
4929,4929,18-24,2.0,Locals,High School,270000,1485867205.82,shopping,DZ
4930,4930,25-44,2.0,Locals,High School,130000,1485867205.82,shopping,DZ
4931,4931,45+,2.0,Locals,High School,21000,1485867205.82,shopping,DZ
4932,4932,18-24,1.0,Expats,Graduated,25000,1485867205.82,shopping,BH
4933,4933,25-44,1.0,Expats,Graduated,120000,1485867205.82,shopping,BH
4934,4934,45+,1.0,Expats,Graduated,18000,1485867205.82,shopping,BH
4935,4935,18-24,2.0,Expats,Graduated,7100,1485867205.82,shopping,BH
4936,4936,25-44,2.0,Expats,Graduated,46000,1485867205.82,shopping,BH
4937,4937,45+,2.0,Expats,Graduated,8300,1485867205.82,shopping,BH
4938,4938,18-24,1.0,Expats,No Degree,49000,1485867205.82,shopping,BH
4939,4939,25-44,1.0,Expats,No Degree,140000,1485867205.82,shopping,BH
4940,4940,45+,1.0,Expats,No Degree,24000,1485867205.82,shopping,BH
4941,4941,18-24,2.0,Expats,No Degree,13000,1485867205.82,shopping,BH
4942,4942,25-44,2.0,Expats,No Degree,34000,1485867205.82,shopping,BH
4943,4943,45+,2.0,Expats,No Degree,8100,1485867205.82,shopping,BH
4944,4944,18-24,1.0,Expats,High School,11000,1485867205.82,shopping,BH
